w h p k r par_time seq_time
2048 2048 2 8 256 0.237868 0.216131
1024 1024 4 16 8 0.041966 0.053623
1024 1024 4 128 4 0.063722 0.054084
8192 8192 4 4 256 1.812486 3.494054
512 512 8 32 32 0.259854 0.023351
1024 1024 4 64 32 0.062822 0.053728
1024 1024 4 256 256 0.061646 0.053733
2048 2048 8 32 4 3.059914 0.436075
1024 1024 4 16 2 0.074631 0.053694
8192 8192 8 16 32 13.020114 6.933045
8192 8192 8 256 4 18.899961 6.940333
8192 8192 4 64 8 1.731772 3.542679
4096 4096 2 2 16 2.167526 0.865477
2048 2048 8 4 64 1.280024 0.437585
512 512 4 4 32 0.015207 0.013487
2048 2048 2 128 2 0.263499 0.217069
4096 4096 4 8 8 0.765117 0.874414
4096 4096 8 16 128 3.300007 1.739765
4096 4096 4 128 16 0.644644 0.866397
2048 2048 4 4 64 0.128697 0.216186
512 512 4 256 16 0.017973 0.013397
8192 8192 2 32 64 2.574013 3.494174
8192 8192 8 64 256 14.340144 7.005855
4096 4096 4 2 4 3.282740 0.876999
4096 4096 2 256 32 0.926870 0.874840
512 512 2 32 32 0.017317 0.013656
8192 8192 8 128 16 11.920102 7.027142
2048 2048 8 128 256 0.799880 0.424377
2048 2048 2 32 256 0.258695 0.213802
1024 1024 4 8 256 0.067376 0.054276
512 512 8 64 4 1.219965 0.023504
1024 1024 2 4 4 0.207644 0.053757
2048 2048 4 16 32 0.113006 0.216935
4096 4096 4 64 4 0.511130 0.871239
2048 2048 2 32 16 0.185115 0.216074
1024 1024 2 256 64 0.062932 0.053464
4096 4096 2 2 128 0.920062 0.874736
8192 8192 8 2 64 29.200091 6.946654
512 512 4 128 128 0.017004 0.013579
2048 2048 8 256 8 1.699984 0.437487
4096 4096 2 256 2 0.946321 0.865579
1024 1024 2 2 64 0.069644 0.053642
8192 8192 8 16 4 46.930088 6.967066
8192 8192 2 4 2 25.464005 3.494919
512 512 4 64 4 0.019293 0.013487
1024 1024 8 2 2 10.499956 0.104105
4096 4096 4 64 128 0.943629 0.865592
1024 1024 4 64 128 0.064991 0.053732
4096 4096 8 64 64 3.559941 1.735965
4096 4096 8 8 32 4.959858 1.739598
2048 2048 8 8 8 3.079959 0.436059
2048 2048 4 16 16 0.120485 0.213893
4096 4096 4 32 16 0.427117 0.874097
1024 1024 8 128 16 0.739957 0.103448
4096 4096 2 32 128 0.860683 0.869477
1024 1024 4 128 32 0.062993 0.054176
1024 1024 8 4 8 1.459898 0.103730
1024 1024 4 16 8 0.042453 0.053477
4096 4096 4 64 32 0.633089 0.865382
8192 8192 4 32 16 1.705708 3.509641
4096 4096 4 64 16 0.410143 0.865216
1024 1024 4 8 8 0.051206 0.054283
1024 1024 8 32 16 0.499880 0.103525
4096 4096 8 8 16 7.560002 1.735642
2048 2048 4 32 8 0.126658 0.214351
4096 4096 2 4 8 2.175250 0.869084
512 512 4 16 4 0.015506 0.013576
4096 4096 4 32 4 0.615380 0.874107
1024 1024 4 128 128 0.063021 0.054276
1024 1024 4 8 32 0.037201 0.053538
4096 4096 4 4 64 0.507663 0.868922
4096 4096 2 64 128 0.946721 0.874775
1024 1024 2 8 8 0.088648 0.053664
2048 2048 4 128 4 0.140763 0.216019
1024 1024 8 4 128 0.479834 0.103597
2048 2048 4 8 16 0.144824 0.216032
2048 2048 2 8 128 0.180940 0.214148
1024 1024 4 8 32 0.037771 0.054261
2048 2048 2 128 4 0.201433 0.214128
4096 4096 8 32 4 10.790014 1.740010
512 512 8 8 32 0.379928 0.023481
2048 2048 2 32 64 0.221670 0.213838
4096 4096 4 16 64 0.410058 0.870249
512 512 4 32 64 0.017546 0.013435
4096 4096 4 16 8 0.578003 0.874396
2048 2048 2 128 64 0.242599 0.214060
512 512 4 4 2 0.049710 0.013359
4096 4096 2 4 64 0.871492 0.865555
2048 2048 4 64 64 0.240964 0.216074
1024 1024 4 128 64 0.064065 0.053633
1024 1024 2 8 64 0.050452 0.053524
1024 1024 4 4 64 0.039883 0.054229
1024 1024 2 64 64 0.064955 0.054037
4096 4096 4 128 8 0.431741 0.874565
8192 8192 4 4 4 8.642347 3.498392
4096 4096 4 4 32 0.605988 0.867409
2048 2048 4 8 128 0.179963 0.214029
4096 4096 2 8 32 0.835183 0.865524
4096 4096 4 64 16 0.408663 0.865314
1024 1024 4 128 4 0.063756 0.054093
2048 2048 4 16 32 0.113388 0.216131
2048 2048 4 64 16 0.175776 0.213923
4096 4096 8 128 128 3.169968 1.735428
1024 1024 4 64 16 0.060426 0.053508
2048 2048 8 4 4 10.599882 0.437208
2048 2048 4 64 32 0.220017 0.214219
4096 4096 2 32 4 1.067946 0.865597
8192 8192 2 8 128 2.754812 3.462571
2048 2048 2 2 128 0.229695 0.216010
1024 1024 4 128 2 0.054172 0.053528
2048 2048 4 16 8 0.147784 0.216062
4096 4096 8 16 16 4.440053 1.754648
1024 1024 4 4 16 0.051409 0.054160
1024 1024 4 32 128 0.065438 0.053480
1024 1024 2 64 8 0.052940 0.054148
2048 2048 4 32 64 0.217691 0.216091
4096 4096 4 8 32 0.477918 0.865180
512 512 8 4 32 0.399811 0.023489
512 512 4 4 128 0.018340 0.013489
1024 1024 4 8 8 0.050287 0.053442
4096 4096 8 64 64 4.009996 1.735163
4096 4096 2 256 8 0.721380 0.869293
2048 2048 4 4 32 0.149857 0.214022
8192 8192 8 64 4 21.350085 6.996475
1024 1024 8 2 16 1.539932 0.103990
4096 4096 4 256 32 0.913799 0.875369
2048 2048 2 128 32 0.234358 0.217880
4096 4096 8 2 256 3.860008 1.735659
2048 2048 8 64 4 3.199902 0.437117
2048 2048 8 64 16 1.129805 0.437106
1024 1024 4 8 4 0.072074 0.054062
4096 4096 4 16 128 0.644129 0.865219
4096 4096 8 32 64 3.519975 1.739574
4096 4096 4 4 4 1.771004 0.869498
4096 4096 2 16 256 0.889852 0.874090
512 512 4 64 16 0.018363 0.013528
1024 1024 2 16 32 0.049389 0.054161
1024 1024 8 64 64 0.339964 0.103436
1024 1024 2 4 16 0.086827 0.053550
1024 1024 8 16 16 0.519950 0.103453
2048 2048 8 32 256 1.039963 0.437257
1024 1024 4 16 64 0.059415 0.054071
2048 2048 4 128 128 0.241204 0.216022
1024 1024 4 32 8 0.036418 0.053472
8192 8192 4 128 128 3.553079 3.503751
512 512 2 8 256 0.017794 0.013412
2048 2048 4 4 8 0.280793 0.217851
8192 8192 4 32 128 2.496599 3.487121
8192 8192 4 128 64 3.160815 3.514287
4096 4096 8 4 8 22.860017 1.743872
4096 4096 8 256 8 4.209899 1.733540
1024 1024 4 128 128 0.062622 0.053695
4096 4096 2 8 4 2.100129 0.869371
1024 1024 4 2 128 0.043774 0.053581
8192 8192 4 128 2 2.278811 3.472851
2048 2048 4 2 2 1.568010 0.218992
512 512 4 16 8 0.013060 0.013517
1024 1024 2 32 128 0.065978 0.053642
2048 2048 4 256 32 0.241563 0.215968
1024 1024 8 128 16 0.339887 0.103571
8192 8192 4 16 2 4.821785 3.542719
2048 2048 8 16 64 1.279943 0.434446
2048 2048 2 128 128 0.245547 0.215984
512 512 2 16 4 0.024211 0.013407
4096 4096 2 64 8 0.745727 0.874378
8192 8192 4 8 4 4.642100 3.485625
4096 4096 4 32 8 0.494064 0.871870
512 512 8 8 2 1.459910 0.023612
8192 8192 2 16 8 4.139405 3.494879
512 512 4 4 32 0.014942 0.013391
4096 4096 4 8 64 0.434210 0.865865
8192 8192 4 8 64 1.723625 3.510692
2048 2048 2 256 8 0.236737 0.214156
2048 2048 4 8 4 0.283652 0.217283
2048 2048 4 32 16 0.114590 0.217189
2048 2048 4 64 4 0.132587 0.217402
2048 2048 2 4 4 0.866929 0.216161
2048 2048 4 4 16 0.192406 0.216107
8192 8192 4 64 32 1.519956 3.462111
2048 2048 4 256 2 0.188794 0.213907
1024 1024 8 16 128 0.299889 0.103998
2048 2048 2 8 32 0.209341 0.217314
1024 1024 2 16 4 0.089644 0.054281
4096 4096 8 32 16 4.229907 1.744601
1024 1024 4 128 32 0.063005 0.053589
2048 2048 4 16 128 0.226416 0.213789
512 512 2 2 128 0.018224 0.013406
2048 2048 4 32 128 0.242844 0.215984
512 512 8 4 16 0.529935 0.023463
8192 8192 2 128 256 3.750960 3.461397
4096 4096 8 2 16 22.219998 1.739457
8192 8192 2 16 2 8.756035 3.461084
512 512 2 128 8 0.018077 0.013415
2048 2048 4 8 2 0.460895 0.214051
1024 1024 4 2 8 0.115651 0.053464
1024 1024 4 32 32 0.059020 0.053497
4096 4096 8 256 64 3.899987 1.744034
2048 2048 2 8 256 0.240880 0.216163
1024 1024 4 16 8 0.042337 0.053609
1024 1024 4 128 4 0.063939 0.054387
8192 8192 4 4 256 1.821422 3.508532
512 512 8 32 32 0.379947 0.023459
1024 1024 4 64 32 0.062907 0.054092
1024 1024 4 256 256 0.061619 0.053798
2048 2048 8 32 4 4.439957 0.423930
1024 1024 4 16 2 0.073846 0.054098
8192 8192 8 16 32 10.749969 7.008011
8192 8192 8 256 4 20.850035 6.937958
8192 8192 4 64 8 1.733130 3.483421
4096 4096 2 2 16 2.186623 0.874574
2048 2048 8 4 64 1.460002 0.435956
512 512 4 4 32 0.015454 0.013608
2048 2048 2 128 2 0.265672 0.216008
4096 4096 4 8 8 0.739154 0.865623
4096 4096 8 16 128 3.799936 1.751174
4096 4096 4 128 16 0.645905 0.865979
2048 2048 4 4 64 0.129356 0.213829
512 512 4 256 16 0.017936 0.013599
8192 8192 2 32 64 2.555968 3.462097
8192 8192 8 64 256 12.170113 6.932479
4096 4096 4 2 4 3.725433 0.881183
4096 4096 2 256 32 0.918709 0.865281
512 512 2 32 32 0.017174 0.013426
8192 8192 8 128 16 9.970099 7.028824
2048 2048 8 128 256 1.019968 0.424549
2048 2048 2 32 256 0.258404 0.214145
1024 1024 4 8 256 0.067654 0.053578
512 512 8 64 4 0.859950 0.023476
1024 1024 2 4 4 0.209716 0.053627
2048 2048 4 16 32 0.113874 0.215906
4096 4096 4 64 4 0.511483 0.865731
2048 2048 2 32 16 0.184372 0.217106
1024 1024 2 256 64 0.062793 0.054030
4096 4096 2 2 128 0.915785 0.865409
8192 8192 8 2 64 26.989926 7.008608
512 512 4 128 128 0.016306 0.013366
2048 2048 8 256 8 2.439934 0.436180
4096 4096 2 256 2 0.953425 0.869555
1024 1024 2 2 64 0.069333 0.053692
8192 8192 8 16 4 50.640054 7.049224
8192 8192 2 4 2 25.551223 3.461633
512 512 4 64 4 0.020174 0.013373
1024 1024 8 2 2 10.409961 0.103436
4096 4096 4 64 128 0.927129 0.865412
1024 1024 4 64 128 0.065123 0.053676
4096 4096 8 64 64 3.859965 1.744269
4096 4096 8 8 32 5.099939 1.735163
2048 2048 8 8 8 3.139937 0.434043
2048 2048 4 16 16 0.121692 0.213794
4096 4096 4 32 16 0.428816 0.866057
1024 1024 8 128 16 0.499870 0.104141
4096 4096 2 32 128 0.861964 0.869451
1024 1024 4 128 32 0.064150 0.054238
1024 1024 8 4 8 1.479955 0.103970
1024 1024 4 16 8 0.042467 0.054259
4096 4096 4 64 32 0.633622 0.869285
8192 8192 4 32 16 1.714181 3.462318
4096 4096 4 64 16 0.406701 0.874875
1024 1024 4 8 8 0.051747 0.054247
1024 1024 8 32 16 0.719941 0.103994
4096 4096 8 8 16 7.829888 1.735873
2048 2048 4 32 8 0.127451 0.213902
4096 4096 2 4 8 2.129104 0.865683
512 512 4 16 4 0.015262 0.013471
4096 4096 4 32 4 0.608740 0.869258
1024 1024 4 128 128 0.062906 0.054193
1024 1024 4 8 32 0.037302 0.053454
4096 4096 4 4 64 0.507330 0.874455
4096 4096 2 64 128 0.950703 0.869243
1024 1024 2 8 8 0.088541 0.054027
2048 2048 4 128 4 0.138956 0.214183
1024 1024 8 4 128 0.419862 0.103447
2048 2048 4 8 16 0.144224 0.214060
2048 2048 2 8 128 0.182154 0.213955
1024 1024 4 8 32 0.037495 0.053584
2048 2048 2 128 4 0.203275 0.217078
4096 4096 8 32 4 9.000010 1.735327
512 512 8 8 32 0.219873 0.033397
2048 2048 2 32 64 0.220211 0.216079
4096 4096 4 16 64 0.412052 0.875186
512 512 4 32 64 0.017602 0.013435
4096 4096 4 16 8 0.573539 0.874086
2048 2048 2 128 64 0.243350 0.216068
512 512 4 4 2 0.049813 0.013529
4096 4096 2 4 64 0.861392 0.868934
2048 2048 4 64 64 0.237206 0.216945
1024 1024 4 128 64 0.063003 0.054215
1024 1024 2 8 64 0.050952 0.054035
1024 1024 4 4 64 0.038613 0.053694
1024 1024 2 64 64 0.064116 0.053463
4096 4096 4 128 8 0.433606 0.874480
8192 8192 4 4 4 8.438176 3.511494
4096 4096 4 4 32 0.603466 0.865041
2048 2048 4 8 128 0.176919 0.213999
4096 4096 2 8 32 0.829166 0.874894
4096 4096 4 64 16 0.408066 0.865415
1024 1024 4 128 4 0.062548 0.053581
2048 2048 4 16 32 0.113997 0.213803
2048 2048 4 64 16 0.176215 0.213789
4096 4096 8 128 128 3.619853 1.754459
1024 1024 4 64 16 0.061208 0.053568
2048 2048 8 4 4 10.759916 0.424032
2048 2048 4 64 32 0.216170 0.213935
4096 4096 2 32 4 1.063889 0.865396
8192 8192 2 8 128 2.793015 3.494564
2048 2048 2 2 128 0.231402 0.217091
1024 1024 4 128 2 0.054253 0.053515
2048 2048 4 16 8 0.146580 0.213906
4096 4096 8 16 16 4.430049 1.739645
1024 1024 4 4 16 0.051636 0.053477
1024 1024 4 32 128 0.065654 0.053539
1024 1024 2 64 8 0.052566 0.054043
2048 2048 4 32 64 0.218675 0.216996
4096 4096 4 8 32 0.479269 0.874941
512 512 8 4 32 0.279899 0.023372
512 512 4 4 128 0.018372 0.013358
1024 1024 4 8 8 0.052302 0.054080
4096 4096 8 64 64 3.459974 1.735998
4096 4096 2 256 8 0.721064 0.869259
2048 2048 4 4 32 0.150393 0.214138
8192 8192 8 64 4 25.070002 7.033498
1024 1024 8 2 16 1.479934 0.103652
4096 4096 4 256 32 0.914597 0.875328
2048 2048 2 128 32 0.235074 0.214123
4096 4096 8 2 256 4.019867 1.735358
2048 2048 8 64 4 4.319854 0.437533
2048 2048 8 64 16 1.539957 0.436042
1024 1024 4 8 4 0.073137 0.053757
4096 4096 4 16 128 0.643024 0.865170
4096 4096 8 32 64 3.310040 1.726218
4096 4096 4 4 4 1.909032 0.866186
4096 4096 2 16 256 0.888125 0.869302
512 512 4 64 16 0.017953 0.013588
1024 1024 2 16 32 0.049332 0.054041
1024 1024 8 64 64 0.319945 0.104154
1024 1024 2 4 16 0.086962 0.053481
1024 1024 8 16 16 0.689769 0.103566
2048 2048 8 32 256 0.899946 0.439958
1024 1024 4 16 64 0.060394 0.054101
2048 2048 4 128 128 0.241488 0.216055
1024 1024 4 32 8 0.037743 0.053524
8192 8192 4 128 128 3.503930 3.465060
512 512 2 8 256 0.018100 0.013651
2048 2048 4 4 8 0.288699 0.217336
8192 8192 4 32 128 2.509469 3.484872
8192 8192 4 128 64 3.150715 3.516793
4096 4096 8 4 8 21.909999 1.733532
4096 4096 8 256 8 5.920001 1.740861
1024 1024 4 128 128 0.064026 0.053746
4096 4096 2 8 4 2.074116 0.874313
1024 1024 4 2 128 0.044406 0.053540
8192 8192 4 128 2 2.296058 3.501316
2048 2048 4 2 2 1.561050 0.217088
512 512 4 16 8 0.013671 0.013435
1024 1024 2 32 128 0.066383 0.054153
2048 2048 4 256 32 0.243154 0.216096
1024 1024 8 128 16 0.339851 0.103549
8192 8192 4 16 2 4.648946 3.566350
2048 2048 8 16 64 1.239953 0.427072
2048 2048 2 128 128 0.246173 0.214039
512 512 2 16 4 0.023764 0.013566
4096 4096 2 64 8 0.742153 0.865356
8192 8192 4 8 4 4.658201 3.476664
4096 4096 4 32 8 0.493435 0.867407
512 512 8 8 2 2.099784 0.023555
8192 8192 2 16 8 4.079809 3.495402
512 512 4 4 32 0.016199 0.013441
4096 4096 4 8 64 0.435250 0.874566
8192 8192 4 8 64 1.731269 3.461739
2048 2048 2 256 8 0.236126 0.216002
2048 2048 4 8 4 0.276050 0.213923
2048 2048 4 32 16 0.113729 0.214073
2048 2048 4 64 4 0.131611 0.216074
2048 2048 2 4 4 0.848494 0.216018
2048 2048 4 4 16 0.194221 0.216995
8192 8192 4 64 32 1.517362 3.509413
2048 2048 4 256 2 0.189598 0.214130
1024 1024 8 16 128 0.239952 0.103553
2048 2048 2 8 32 0.206380 0.214090
1024 1024 2 16 4 0.090349 0.054094
4096 4096 8 32 16 4.299970 1.739948
1024 1024 4 128 32 0.064084 0.053581
2048 2048 4 16 128 0.222592 0.214441
512 512 2 2 128 0.018534 0.013546
2048 2048 4 32 128 0.242432 0.213749
512 512 8 4 16 0.599952 0.023584
8192 8192 2 128 256 3.764239 3.508634
4096 4096 8 2 16 21.859978 1.739594
8192 8192 2 16 2 8.697072 3.461468
512 512 2 128 8 0.017940 0.013375
2048 2048 4 8 2 0.452642 0.214049
1024 1024 4 2 8 0.114802 0.054177
1024 1024 4 32 32 0.059160 0.053555
4096 4096 8 256 64 4.000028 1.735193
2048 2048 2 8 256 0.237616 0.213856
1024 1024 4 16 8 0.042090 0.054170
1024 1024 4 128 4 0.063811 0.053510
8192 8192 4 4 256 1.819867 3.461958
512 512 8 32 32 0.259879 0.023566
1024 1024 4 64 32 0.062861 0.053666
1024 1024 4 256 256 0.061635 0.054308
2048 2048 8 32 4 3.039960 0.436075
1024 1024 4 16 2 0.073382 0.053575
8192 8192 8 16 32 14.110142 7.011371
8192 8192 8 256 4 20.919972 6.995580
8192 8192 4 64 8 1.717881 3.482002
4096 4096 2 2 16 2.168085 0.874204
2048 2048 8 4 64 1.379842 0.436177
512 512 4 4 32 0.015154 0.013518
2048 2048 2 128 2 0.263429 0.217013
4096 4096 4 8 8 0.741567 0.865674
4096 4096 8 16 128 3.140041 1.739763
4096 4096 4 128 16 0.643927 0.865396
2048 2048 4 4 64 0.129335 0.216153
512 512 4 256 16 0.017832 0.013372
8192 8192 2 32 64 2.567770 3.462430
8192 8192 8 64 256 12.069940 7.015853
4096 4096 4 2 4 3.775071 0.874825
4096 4096 2 256 32 0.922648 0.874434
512 512 2 32 32 0.017537 0.013554
8192 8192 8 128 16 12.150027 6.934075
2048 2048 8 128 256 0.979967 0.437002
2048 2048 2 32 256 0.260556 0.216054
1024 1024 4 8 256 0.067715 0.054082
512 512 8 64 4 1.239955 0.023476
1024 1024 2 4 4 0.210936 0.054183
2048 2048 4 16 32 0.113541 0.214042
4096 4096 4 64 4 0.506502 0.865971
2048 2048 2 32 16 0.182876 0.213887
1024 1024 2 256 64 0.063062 0.054218
4096 4096 2 2 128 0.913210 0.869393
8192 8192 8 2 64 26.630111 7.020638
512 512 4 128 128 0.016430 0.013494
2048 2048 8 256 8 1.759909 0.437709
4096 4096 2 256 2 0.947375 0.869520
1024 1024 2 2 64 0.069061 0.054297
8192 8192 8 16 4 47.190041 6.936554
8192 8192 2 4 2 25.529586 3.509451
512 512 4 64 4 0.020136 0.013389
1024 1024 8 2 2 10.359849 0.103992
4096 4096 4 64 128 0.928086 0.865137
1024 1024 4 64 128 0.065019 0.053611
4096 4096 8 64 64 4.160014 1.735635
4096 4096 8 8 32 4.400395 1.739407
2048 2048 8 8 8 3.039964 0.437386
2048 2048 4 16 16 0.122651 0.213777
4096 4096 4 32 16 0.424860 0.869101
1024 1024 8 128 16 0.519832 0.104005
4096 4096 2 32 128 0.858936 0.865704
1024 1024 4 128 32 0.062939 0.053530
1024 1024 8 4 8 1.479874 0.103451
1024 1024 4 16 8 0.042276 0.053547
4096 4096 4 64 32 0.633185 0.869048
8192 8192 4 32 16 1.708632 3.463479
4096 4096 4 64 16 0.408124 0.869401
1024 1024 4 8 8 0.051306 0.053524
1024 1024 8 32 16 0.499949 0.103611
4096 4096 8 8 16 6.700027 1.754729
2048 2048 4 32 8 0.126432 0.213795
4096 4096 2 4 8 2.119852 0.874456
512 512 4 16 4 0.015249 0.013419
4096 4096 4 32 4 0.602090 0.865690
1024 1024 4 128 128 0.063071 0.053550
1024 1024 4 8 32 0.037371 0.053605
4096 4096 4 4 64 0.505923 0.869087
4096 4096 2 64 128 0.946742 0.865931
1024 1024 2 8 8 0.087439 0.053580
2048 2048 4 128 4 0.139573 0.216060
1024 1024 8 4 128 0.419908 0.103489
2048 2048 4 8 16 0.143759 0.213923
2048 2048 2 8 128 0.181588 0.215977
1024 1024 4 8 32 0.037122 0.053567
2048 2048 2 128 4 0.202266 0.217214
4096 4096 8 32 4 8.719932 1.744067
512 512 8 8 32 0.259936 0.023559
2048 2048 2 32 64 0.220328 0.216080
4096 4096 4 16 64 0.411915 0.874228
512 512 4 32 64 0.017712 0.013527
4096 4096 4 16 8 0.571241 0.865236
2048 2048 2 128 64 0.242379 0.216038
512 512 4 4 2 0.051648 0.013397
4096 4096 2 4 64 0.875303 0.866282
2048 2048 4 64 64 0.237071 0.217520
1024 1024 4 128 64 0.064108 0.053636
1024 1024 2 8 64 0.050411 0.053664
1024 1024 4 4 64 0.038693 0.054203
1024 1024 2 64 64 0.064542 0.054045
4096 4096 4 128 8 0.431169 0.874312
8192 8192 4 4 4 8.480103 3.462605
4096 4096 4 4 32 0.613782 0.869513
2048 2048 4 8 128 0.176000 0.214292
4096 4096 2 8 32 0.818482 0.865514
4096 4096 4 64 16 0.408441 0.865845
1024 1024 4 128 4 0.063897 0.053528
2048 2048 4 16 32 0.113086 0.214149
2048 2048 4 64 16 0.175023 0.216974
4096 4096 8 128 128 3.559927 1.739661
1024 1024 4 64 16 0.061346 0.054210
2048 2048 8 4 4 10.659948 0.424127
2048 2048 4 64 32 0.217110 0.213870
4096 4096 2 32 4 1.099188 0.869368
8192 8192 2 8 128 2.744237 3.495412
2048 2048 2 2 128 0.233835 0.213812
1024 1024 4 128 2 0.053336 0.054286
2048 2048 4 16 8 0.146961 0.217143
4096 4096 8 16 16 5.199779 1.735374
1024 1024 4 4 16 0.052021 0.053465
1024 1024 4 32 128 0.065682 0.053522
1024 1024 2 64 8 0.052182 0.054144
2048 2048 4 32 64 0.217208 0.216920
4096 4096 4 8 32 0.481421 0.874276
512 512 8 4 32 0.399790 0.023355
512 512 4 4 128 0.018077 0.013471
1024 1024 4 8 8 0.051025 0.054084
4096 4096 8 64 64 3.510027 1.729476
4096 4096 2 256 8 0.717488 0.865218
2048 2048 4 4 32 0.148908 0.213800
8192 8192 8 64 4 18.649956 6.933048
1024 1024 8 2 16 1.439915 0.104045
4096 4096 4 256 32 0.914943 0.874879
2048 2048 2 128 32 0.237433 0.216079
4096 4096 8 2 256 3.839961 1.754295
2048 2048 8 64 4 3.659852 0.424334
2048 2048 8 64 16 1.119932 0.423891
1024 1024 4 8 4 0.072107 0.054168
4096 4096 4 16 128 0.658960 0.865617
4096 4096 8 32 64 3.320065 1.739670
4096 4096 4 4 4 1.909250 0.875145
4096 4096 2 16 256 0.885751 0.865576
512 512 4 64 16 0.018783 0.013412
1024 1024 2 16 32 0.049252 0.053498
1024 1024 8 64 64 0.339889 0.104133
1024 1024 2 4 16 0.087206 0.053569
1024 1024 8 16 16 0.499927 0.104123
2048 2048 8 32 256 0.939863 0.424083
1024 1024 4 16 64 0.059020 0.053663
2048 2048 4 128 128 0.241840 0.213946
1024 1024 4 32 8 0.037676 0.053510
8192 8192 4 128 128 3.500729 3.508969
512 512 2 8 256 0.018057 0.013572
2048 2048 4 4 8 0.281841 0.216013
8192 8192 4 32 128 2.492477 3.506136
8192 8192 4 128 64 3.157261 3.473761
4096 4096 8 4 8 22.570065 1.740230
4096 4096 8 256 8 7.180015 1.726842
1024 1024 4 128 128 0.064249 0.054203
4096 4096 2 8 4 2.059242 0.869397
1024 1024 4 2 128 0.043904 0.054241
8192 8192 4 128 2 2.289839 3.494776
2048 2048 4 2 2 1.576196 0.215990
512 512 4 16 8 0.012587 0.013377
1024 1024 2 32 128 0.066483 0.054074
2048 2048 4 256 32 0.241574 0.217520
1024 1024 8 128 16 0.499956 0.103982
8192 8192 4 16 2 4.913604 3.526562
2048 2048 8 16 64 1.119901 0.436438
2048 2048 2 128 128 0.246763 0.214166
512 512 2 16 4 0.024179 0.013426
4096 4096 2 64 8 0.743177 0.865812
8192 8192 4 8 4 4.622395 3.518728
4096 4096 4 32 8 0.487820 0.877543
512 512 8 8 2 2.099939 0.023359
8192 8192 2 16 8 4.109729 3.462690
512 512 4 4 32 0.015474 0.013593
4096 4096 4 8 64 0.435623 0.869157
8192 8192 4 8 64 1.723630 3.508720
2048 2048 2 256 8 0.237735 0.217080
2048 2048 4 8 4 0.281161 0.217291
2048 2048 4 32 16 0.113444 0.216038
2048 2048 4 64 4 0.132114 0.216043
2048 2048 2 4 4 0.800601 0.216136
2048 2048 4 4 16 0.194617 0.214058
8192 8192 4 64 32 1.511089 3.511757
2048 2048 4 256 2 0.188098 0.215978
1024 1024 8 16 128 0.299935 0.103439
2048 2048 2 8 32 0.206033 0.214076
1024 1024 2 16 4 0.089348 0.053453
4096 4096 8 32 16 4.909816 1.735847
1024 1024 4 128 32 0.062644 0.053475
2048 2048 4 16 128 0.221747 0.216622
512 512 2 2 128 0.018296 0.013503
2048 2048 4 32 128 0.243095 0.216051
512 512 8 4 16 0.679946 0.023360
8192 8192 2 128 256 3.741088 3.461984
4096 4096 8 2 16 21.870058 1.739806
8192 8192 2 16 2 8.664234 3.460773
512 512 2 128 8 0.018104 0.013428
2048 2048 4 8 2 0.469241 0.216129
1024 1024 4 2 8 0.117421 0.053482
1024 1024 4 32 32 0.058972 0.053478
4096 4096 8 256 64 4.019974 1.735391
2048 2048 2 8 256 0.237773 0.216051
1024 1024 4 16 8 0.042344 0.054282
1024 1024 4 128 4 0.063967 0.054143
8192 8192 4 4 256 1.814627 3.461244
512 512 8 32 32 0.259941 0.023360
1024 1024 4 64 32 0.062910 0.054061
1024 1024 4 256 256 0.061690 0.054235
2048 2048 8 32 4 3.059829 0.424037
1024 1024 4 16 2 0.075227 0.054141
8192 8192 8 16 32 12.119976 6.933642
8192 8192 8 256 4 15.320021 6.960361
8192 8192 4 64 8 1.731947 3.487464
4096 4096 2 2 16 2.136388 0.869214
2048 2048 8 4 64 1.439776 0.436070
512 512 4 4 32 0.015059 0.013403
2048 2048 2 128 2 0.263677 0.217109
4096 4096 4 8 8 0.761025 0.874342
4096 4096 8 16 128 3.499957 1.739423
4096 4096 4 128 16 0.644388 0.865573
2048 2048 4 4 64 0.129109 0.213943
512 512 4 256 16 0.017894 0.013708
8192 8192 2 32 64 2.559807 3.495256
8192 8192 8 64 256 12.749982 6.921756
4096 4096 4 2 4 3.274057 0.871547
4096 4096 2 256 32 0.921555 0.865383
512 512 2 32 32 0.017273 0.013505
8192 8192 8 128 16 11.189904 7.007329
2048 2048 8 128 256 0.919873 0.436100
2048 2048 2 32 256 0.259173 0.216075
1024 1024 4 8 256 0.067506 0.054153
512 512 8 64 4 0.839911 0.023359
1024 1024 2 4 4 0.206996 0.053535
2048 2048 4 16 32 0.113481 0.217089
4096 4096 4 64 4 0.507978 0.874290
2048 2048 2 32 16 0.182079 0.216057
1024 1024 2 256 64 0.062959 0.053511
4096 4096 2 2 128 0.926414 0.874616
8192 8192 8 2 64 28.339875 6.926312
512 512 4 128 128 0.017054 0.013438
2048 2048 8 256 8 1.759915 0.436521
4096 4096 2 256 2 0.959427 0.874110
1024 1024 2 2 64 0.068249 0.053552
8192 8192 8 16 4 48.439914 6.937485
8192 8192 2 4 2 26.461163 3.462950
512 512 4 64 4 0.020160 0.013455
1024 1024 8 2 2 10.319956 0.103557
4096 4096 4 64 128 0.943491 0.865474
1024 1024 4 64 128 0.065052 0.054361
4096 4096 8 64 64 3.760077 1.735503
4096 4096 8 8 32 4.180001 1.754744
2048 2048 8 8 8 3.039966 0.434199
